0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.2697	-0.329431	0	0	0	0	0	0	0	0	0	0	0.302006	0.680762	0	2.36385
-0.124675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24205
-0.519431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.205995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.396482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.638059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.936916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.353747	0.21288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.186621	0.376817	0.00185691	-0.300195	0	0	0	0	0	0	0	0	0	0	0	0
0.115491	0.387949	0.211875	-0.235645	0	0	0	0	0	0	0	0	0	0	0	0
-0.125156	0.261897	0.010985	0	0	0	0	0	0	0	0	0	0	0	0	12.9804
0.140884	0.399786	-0.559923	0	0	0	0	0	0	0	0	0	0	0	0	13.0824
0.704882	-0.176144	-1.78105	0	0	0	0	0	0	0	0	0	0	0	0	0
0.153455	-0.601098	-1.1345	0	0	0	0	0	0	0	0	0	0	0	0	0
0.262726	-0.423766	-0.295684	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
