0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121929	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.243857	0.234932	0.222426	0.20969	0.193891	0.17875	0.157664	0.139448	0.120783	0.105221	0.0889093	0.0741077	0.0613824	0.0498801	0.0402176	0.0318409	0.0244286	0.0186289	0.0141525	0.0105329	0.00799023	0.00557325	0.00405133	0.00285934	0.00197175	0.00137047	0.000894161	0.00059447	0.000394782	0.000254286	0.000159786	8.57646e-05	4.28823e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138272	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.276543	0.268074	0.255267	0.241223	0.221646	0.201979	0.180965	0.15878	0.139766	0.120556	0.100414	0.0857174	0.0711633	0.0572625	0.0462377	0.0364248	0.0286268	0.02167	0.0163663	0.0122688	0.00920126	0.00652764	0.00465419	0.00330363	0.00227926	0.00155467	0.00105022	0.000701437	0.000449765	0.00029088	0.000184172	0.000102843	4.85751e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169503	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.339006	0.333199	0.320261	0.298868	0.27759	0.253985	0.226931	0.203058	0.17595	0.152036	0.128239	0.108114	0.088084	0.071602	0.0579392	0.0462193	0.0354764	0.0272582	0.0206333	0.0155437	0.0114343	0.00819746	0.00592866	0.00415264	0.00289081	0.00196644	0.00132655	0.000880208	0.000567142	0.000360279	0.00023705	0.000132142	6.0239e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214625	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.429251	0.424105	0.406909	0.385809	0.357662	0.324693	0.29144	0.258519	0.225594	0.192603	0.163751	0.136886	0.111787	0.0915415	0.0732072	0.0580321	0.0454098	0.0349673	0.0267081	0.0198755	0.0145935	0.0107232	0.00753698	0.00534864	0.0037194	0.00252688	0.00171474	0.00113173	0.000729947	0.000471947	0.000306627	0.00017071	7.69829e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27175	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.5435	0.536509	0.513296	0.485223	0.447923	0.406003	0.364906	0.322256	0.280877	0.241969	0.205763	0.171161	0.142431	0.114497	0.0925147	0.0735853	0.0577556	0.0440098	0.033184	0.0250148	0.0185034	0.0133482	0.00965776	0.00685171	0.00472594	0.00325664	0.00220855	0.00144293	0.000956661	0.000611352	0.000402466	0.0002226	9.9861e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331963	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.663927	0.651024	0.625266	0.585628	0.539892	0.491922	0.443408	0.393378	0.341981	0.294238	0.249415	0.210813	0.17225	0.140661	0.113118	0.0905644	0.0699528	0.0537418	0.0413206	0.0310796	0.0228877	0.0167132	0.0119765	0.00851963	0.00600221	0.00409253	0.00275363	0.00183406	0.00120601	0.000777698	0.000512031	0.000284452	0.000128104
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394395	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.78879	0.769064	0.735955	0.688442	0.639576	0.581683	0.522431	0.461979	0.402081	0.346915	0.295489	0.247268	0.205131	0.165713	0.134801	0.107034	0.0834378	0.0647923	0.0497939	0.037386	0.0274235	0.0202348	0.014602	0.010425	0.00730494	0.00505371	0.00341783	0.0022828	0.00148702	0.000964991	0.000637469	0.000359144	0.000162416
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445262	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.890525	0.88054	0.843708	0.794466	0.732977	0.667874	0.598684	0.528765	0.462186	0.397516	0.338906	0.285725	0.234787	0.191984	0.154767	0.123756	0.0976081	0.0759486	0.058152	0.0434954	0.0326124	0.0239662	0.0174214	0.0124293	0.00880192	0.00605963	0.00415082	0.0027615	0.00182218	0.001188	0.000784048	0.000442078	0.000201498
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496306	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.992613	0.974613	0.933253	0.879032	0.814121	0.73696	0.664075	0.584314	0.509537	0.440588	0.375002	0.31533	0.261291	0.213834	0.172318	0.139565	0.109885	0.0856359	0.0660293	0.0499718	0.0376086	0.0276865	0.0201607	0.0144694	0.0102434	0.00715473	0.00493019	0.00330419	0.00218879	0.00143163	0.000957617	0.000536181	0.000245893
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527458	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.05492	1.03446	0.989876	0.929636	0.859118	0.779916	0.696752	0.616565	0.53967	0.464689	0.395025	0.333532	0.278492	0.22635	0.186062	0.149339	0.118904	0.0939334	0.0727342	0.0557314	0.0418858	0.0313838	0.0229197	0.0164613	0.0117928	0.00836524	0.00566536	0.00387238	0.00258156	0.00171742	0.00114231	0.000656906	0.000300933
