9.89799	10.1832	9.4672	8.67774	7.91291	10.1843	11.4943	14.3634	-1.91786	18.2303	21.2161	-1.38057	0.67071	24.0361	8.63454	-14.0454
-0.854135	-1.9229	-1.01207	-3.78	-2.91565	-0.604811	4.66318	6.79071	-6.32881	10.1822	16.3489	-16.9504	-16.1302	-3.65192	-3.64196	-27.0566
-1.24701	-0.756925	-1.51317	-2.73681	-0.759748	3.44918	-0.0987461	-0.680598	11.0192	4.14511	2.08984	-25.7146	-22.4046	-4.87219	-8.75452	-14.7461
-0.44938	-1.19223	-0.492516	2.77618	-0.242041	-8.47637	-4.13876	-1.16736	6.13732	-14.041	-2.16705	-19.7504	-6.022	15.9375	14.7755	20.3044
-0.737865	-0.375387	-6.97976	-14.5027	-14.021	-10.5931	-8.04953	-4.48744	2.19205	3.48247	-25.5933	-5.63924	-15.3672	-15.9512	0.252436	6.23694
-0.266048	-3.21341	0.753576	8.35689	8.71813	6.54141	3.6189	-0.0431913	-0.558669	-23.4274	-3.81624	8.84921	-10.3485	-2.66617	-1.86749	3.43314
2.24036	7.42473	9.6997	15.7526	15.5378	9.8231	13.6062	17.8438	8.17312	-3.81558	10.0393	10.7248	16.6203	1.32283	4.9918	-3.29465
7.04703	4.40485	4.39586	4.36756	4.35993	4.31348	4.79055	5.19638	8.62218	-0.635256	11.969	1.22229	-1.23601	-6.13506	7.38559	-13.834
-8.2794	-7.27391	-7.06162	-10.5794	-10.4187	-7.29219	-12.0927	-17.1879	-4.42973	-9.81479	11.0668	1.88721	9.06208	3.53872	-11.9217	-10.5649
-0.748036	0.995056	3.04188	-3.98109	-4.35812	3.33649	-0.765685	-4.27229	12.0803	-13.1703	11.2393	4.65405	-10.2202	-3.2043	-6.68855	-1.59383
0.832399	-1.80514	-3.39533	-10.2345	-9.73051	-3.78752	-10.0975	-17.3984	-3.70742	5.80109	22.4894	12.2459	-7.82541	0.98213	12.0184	12.6871
0.471448	1.28349	0.491148	-2.99243	-4.83648	-1.40986	-5.41506	-8.25574	7.69244	29.839	17.9887	-19.9982	-18.4062	-1.28533	2.50002	-3.15484
1.20632	0.705461	1.51215	0.391197	4.68154	7.68506	5.13828	1.12718	9.05495	-0.955177	-13.613	0.752804	0.0246711	1.89061	-12.2002	-7.13768
0.71017	1.7903	0.869216	-0.606986	-3.97416	5.42106	12.3221	12.2776	0.0722907	0.126142	-9.33367	14.8709	1.77519	20.913	1.22274	14.7995
1.7169	1.13345	2.10011	1.84938	2.81028	-7.56508	-13.0167	-4.93321	-0.271051	-4.82418	0.398473	9.78377	1.34217	-3.42578	-20.4237	-5.83411
-10.4072	-9.29267	-10.1532	-9.37723	-2.91578	-9.24073	-7.19881	-9.90699	-8.95901	-11.4481	0.685956	5.90938	-15.886	-6.85284	-24.6099	-5.7284
10.1673	8.96879	9.94675	5.38087	6.31147	7.27659	1.4085	-4.70958	5.12814	13.7592	21.296	10.547	21.4495	36.1311	22.1265	11.0238
-1.94418	-1.2492	-2.27755	-3.98625	-5.0909	-5.50304	-10.9425	-9.94012	-12.3436	3.06033	11.6189	-18.1053	-9.55366	13.3859	8.66019	-9.54229
-0.775514	-1.85362	-0.881569	-0.79311	5.17185	10.0753	14.2586	14.6101	12.5144	-8.33889	8.55612	-15.9835	-14.0128	3.64127	6.11155	-9.69084
-1.21726	-0.638679	-1.38612	5.04188	-0.0786365	-7.11542	-9.50141	-12.3881	-14.484	-16.3782	-6.78511	-0.408157	4.13306	8.45106	15.2978	5.05025
-0.402772	-1.05494	-6.74709	-16.0363	-15.9867	-15.6696	-18.9499	-22.6757	-11.0864	-1.03569	-18.8211	15.7727	-9.91311	-23.7979	-0.297063	9.04323
-0.670411	-3.54283	-0.748323	5.84696	5.43169	3.1244	3.00924	6.76225	9.71419	-4.31476	2.20845	16.335	-7.6696	-2.04789	0.583264	0.378742
2.85865	8.8309	12.1689	15.1538	15.3692	14.2786	12.9305	8.67097	12.5198	1.82192	-8.55972	-8.70339	15.9995	0.811304	-0.334056	-6.20375
