0.751202	-0.182069	-0.206491	-0.240851	-0.277257	-0.286407	-0.222963	-0.309694	-0.250976	-0.272496	-0.365362	-0.288902	-0.423376	-0.323562	-0.355954	-0.272199	-0.283466	-0.304194	-0.220928	-0.418312	-0.285121	-0.281507	-0.283814	-0.343547	-0.423186	-0.403656	-0.362278	-0.312919	-0.260525	-0.216173	-0.185935	0.754858
0.750143	-0.19055	-0.220885	-0.264993	-0.318735	-0.362122	-0.32721	-0.236878	-0.303362	-0.184412	-0.292201	-0.242704	-0.306797	-0.250497	-0.229615	-0.197684	-0.258353	-0.399612	-0.355284	-0.296991	-0.233837	-0.356737	-0.337139	-0.340608	-0.431322	-0.388577	-0.35425	-0.317075	-0.269374	-0.22397	-0.191243	0.754298
0.752102	-0.195289	-0.227424	-0.272351	-0.325496	-0.383724	-0.412002	-0.288245	-0.348077	-0.265509	-0.248836	-0.256951	-0.211375	-0.29043	-0.3583	-0.319196	-0.387869	-0.348127	-0.322929	-0.200188	-0.21693	-0.320544	-0.332341	-0.323355	-0.386879	-0.335445	-0.314798	-0.299122	-0.266359	-0.225788	-0.193586	0.756297
0.756919	-0.195455	-0.225075	-0.262182	-0.297536	-0.331696	-0.379928	-0.356677	-0.316765	-0.400319	-0.290132	-0.34464	-0.225739	-0.371579	-0.393165	-0.397166	-0.413661	-0.246456	-0.293353	-0.186893	-0.163467	-0.242323	-0.259977	-0.260572	-0.2995	-0.263638	-0.259844	-0.265851	-0.25189	-0.22087	-0.192285	0.760643
0.602674	-0.191487	-0.21574	-0.240728	-0.253251	-0.257878	-0.279195	-0.297063	-0.210208	-0.374049	-0.23114	-0.318097	-0.261659	-0.437661	-0.365737	-0.445039	-0.385321	-0.23457	-0.287664	-0.185093	-0.202035	-0.316951	-0.24462	-0.292196	-0.288601	-0.266592	-0.26997	-0.265141	-0.238489	-0.210824	-0.187787	0.599534
0.279833	-0.185987	-0.210059	-0.244671	-0.277639	-0.296149	-0.306792	-0.313225	-0.232956	-0.259818	-0.233886	-0.21188	-0.312064	-0.445936	-0.327632	-0.442811	-0.357342	-0.280869	-0.326618	-0.238675	-0.272923	-0.424072	-0.29997	-0.379009	-0.380799	-0.335879	-0.3169	-0.289799	-0.24844	-0.209188	-0.183409	0.28185
0.284375	-0.184749	-0.210651	-0.250553	-0.296172	-0.334731	-0.364444	-0.3872	-0.309839	-0.2817	-0.287858	-0.283111	-0.393476	-0.385199	-0.295533	-0.419156	-0.366473	-0.336058	-0.441758	-0.316392	-0.331108	-0.441178	-0.309475	-0.387093	-0.4616	-0.399934	-0.353831	-0.302789	-0.249929	-0.207563	-0.181252	0.286076
0.288002	-0.180679	-0.205539	-0.245522	-0.29628	-0.347129	-0.388931	-0.410346	-0.341891	-0.216412	-0.301786	-0.451698	-0.382573	-0.199841	-0.213592	-0.227262	-0.237224	-0.228247	-0.288211	-0.256372	-0.260971	-0.315437	-0.290029	-0.320966	-0.444857	-0.433507	-0.363926	-0.298327	-0.241952	-0.201082	-0.176649	0.289448
0.290312	-0.174758	-0.196643	-0.232482	-0.280692	-0.332602	-0.376091	-0.393149	-0.350427	-0.232719	-0.248742	-0.287401	-0.206406	-0.272246	-0.365535	-0.35367	-0.27344	-0.474205	-0.343457	-0.260457	-0.263468	-0.248857	-0.276733	-0.2421	-0.36606	-0.392343	-0.338205	-0.277149	-0.226512	-0.191315	-0.170594	0.291839
0.291297	-0.168188	-0.185956	-0.215496	-0.256596	-0.303049	-0.343211	-0.358831	-0.332341	-0.255305	-0.323793	-0.278357	-0.350887	-0.374744	-0.291077	-0.238819	-0.249473	-0.374676	-0.299612	-0.275186	-0.238191	-0.237149	-0.299901	-0.329508	-0.285325	-0.320006	-0.28952	-0.245076	-0.206556	-0.179785	-0.163978	0.293098
0.291519	-0.162306	-0.176059	-0.199509	-0.233335	-0.273883	-0.312329	-0.330279	-0.309454	-0.310063	-0.437383	-0.362436	-0.361495	-0.426049	-0.369918	-0.271621	-0.403741	-0.366783	-0.228086	-0.21619	-0.269186	-0.235636	-0.360131	-0.433054	-0.319392	-0.245171	-0.235956	-0.210756	-0.186209	-0.168519	-0.157835	0.293433
0.29141	-0.15757	-0.16801	-0.186456	-0.214615	-0.251131	-0.29077	-0.317174	-0.306516	-0.249148	-0.252983	-0.253016	-0.240482	-0.234759	-0.292044	-0.229247	-0.325332	-0.302886	-0.333503	-0.403784	-0.372982	-0.266138	-0.365774	-0.414955	-0.320941	-0.241961	-0.192803	-0.179851	-0.16829	-0.158878	-0.152758	0.293056
0.291255	-0.154044	-0.161917	-0.176445	-0.200138	-0.234074	-0.276918	-0.317384	-0.328706	-0.288531	-0.219365	-0.230652	-0.270913	-0.231732	-0.263433	-0.257509	-0.303755	-0.315414	-0.289575	-0.355203	-0.315257	-0.226942	-0.266606	-0.305151	-0.271975	-0.223063	-0.186478	-0.164779	-0.154772	-0.151723	-0.149131	0.292267
0.291164	-0.151509	-0.157386	-0.168832	-0.188721	-0.219738	-0.264452	-0.318852	-0.363419	-0.350596	-0.285299	-0.290321	-0.320828	-0.271563	-0.297878	-0.297039	-0.206745	-0.277954	-0.190972	-0.24211	-0.283925	-0.219567	-0.282286	-0.293785	-0.256982	-0.212508	-0.179577	-0.160509	-0.151889	-0.148263	-0.146975	0.291395
0.291086	-0.149671	-0.15393	-0.162648	-0.178746	-0.205425	-0.247324	-0.306312	-0.377964	-0.418927	-0.351794	-0.252643	-0.204197	-0.231918	-0.366718	-0.41177	-0.2867	-0.469598	-0.344921	-0.207229	-0.244741	-0.341649	-0.395593	-0.34969	-0.279059	-0.223026	-0.186104	-0.164977	-0.154166	-0.149273	-0.147368	0.774218
0.291041	-0.148384	-0.151355	-0.157712	-0.169976	-0.1913	-0.226429	-0.279405	-0.353299	-0.446864	-0.432361	-0.310356	-0.209146	-0.333944	-0.465496	-0.369987	-0.277894	-0.412259	-0.427743	-0.306606	-0.330176	-0.449244	-0.432635	-0.33859	-0.265336	-0.214195	-0.181632	-0.163121	-0.153534	-0.149077	-0.147264	0.774032
0.290958	-0.14745	-0.14936	-0.153617	-0.16213	-0.177459	-0.203716	-0.244445	-0.303025	-0.379768	-0.455074	-0.392294	-0.278489	-0.278114	-0.360227	-0.330504	-0.239697	-0.304095	-0.299551	-0.317356	-0.41278	-0.433372	-0.36003	-0.288885	-0.233871	-0.195744	-0.171658	-0.158169	-0.151235	-0.14805	-0.14679	0.774299
0.29082	-0.146818	-0.14791	-0.150478	-0.155819	-0.165744	-0.183189	-0.210923	-0.251103	-0.304091	-0.36201	-0.394273	-0.357757	-0.279247	-0.1988	-0.211276	-0.193339	-0.247805	-0.310108	-0.362491	-0.373049	-0.335483	-0.284418	-0.237887	-0.201819	-0.176968	-0.161519	-0.153036	-0.148797	-0.146958	-0.146757	0.560997
0.290491	-0.14649	-0.14695	-0.148298	-0.15128	-0.157048	-0.167487	-0.184502	-0.209663	-0.243373	-0.282106	-0.316918	-0.333213	-0.316465	-0.277117	-0.234344	-0.250574	-0.279664	-0.303186	-0.308785	-0.291909	-0.260857	-0.227744	-0.198811	-0.176949	-0.162314	-0.153545	-0.148993	-0.146909	-0.146639	-0.146784	0.290527
0.560704	0.290687	0.774341	0.773166	0.770685	0.76612	0.758116	0.745851	0.729038	0.7086	0.688415	0.673074	0.666739	0.676356	0.702022	0.738001	0.266178	0.288549	0.30402	0.312316	0.314452	0.312293	0.308596	0.304261	0.299944	0.296336	0.293633	0.291962	0.291026	0.774526	0.774355	0.957447
