0.95753	0.773982	0.772757	0.769944	0.764492	0.755219	0.740549	0.720565	0.696963	0.673709	0.65781	0.654913	0.668722	0.699562	0.244105	0.273025	0.295399	0.309447	0.316037	0.317403	0.31525	0.310661	0.306287	0.302276	0.29881	0.295989	0.293764	0.292306	0.291378	0.290823	0.774807	1.26766
0.29101	-0.147389	-0.14888	-0.152257	-0.159015	-0.171124	-0.191275	-0.221269	-0.26093	-0.305556	-0.339851	-0.340187	-0.302142	-0.247624	-0.199412	-0.222614	-0.255005	-0.289243	-0.313107	-0.315082	-0.294393	-0.261642	-0.229104	-0.201508	-0.180535	-0.165968	-0.156621	-0.15125	-0.148357	-0.146981	-0.146558	0.774518
0.29113	-0.148366	-0.150973	-0.15673	-0.168011	-0.187913	-0.22073	-0.26912	-0.33223	-0.396653	-0.395605	-0.310446	-0.215531	-0.286697	-0.290389	-0.234513	-0.217692	-0.238667	-0.309588	-0.366325	-0.376306	-0.336918	-0.287065	-0.242934	-0.208315	-0.183468	-0.166945	-0.15701	-0.151356	-0.148423	-0.147072	0.77416
0.291056	-0.149576	-0.153515	-0.162218	-0.17916	-0.208828	-0.257351	-0.32881	-0.423695	-0.444305	-0.310199	-0.255622	-0.398788	-0.452341	-0.321869	-0.256854	-0.353092	-0.413059	-0.35863	-0.300825	-0.401854	-0.43092	-0.36613	-0.299648	-0.246691	-0.208123	-0.181769	-0.165479	-0.155896	-0.150699	-0.148147	0.773332
0.290656	-0.150771	-0.156032	-0.167778	-0.190555	-0.230015	-0.293394	-0.38403	-0.458681	-0.330809	-0.170118	-0.281428	-0.352241	-0.31839	-0.223749	-0.190789	-0.298549	-0.386466	-0.391794	-0.311037	-0.305104	-0.430962	-0.456052	-0.364188	-0.291471	-0.237841	-0.200533	-0.176629	-0.162072	-0.153899	-0.149733	0.77227
0.289806	-0.151513	-0.157652	-0.17161	-0.198565	-0.244214	-0.313392	-0.387749	-0.354508	-0.290734	-0.210583	-0.324643	-0.342723	-0.269954	-0.253937	-0.173596	-0.291417	-0.305392	-0.243971	-0.178858	-0.221289	-0.344308	-0.441102	-0.407195	-0.330041	-0.266691	-0.220209	-0.189137	-0.169379	-0.157868	-0.151788	0.771071
0.565749	-0.153371	-0.161548	-0.175999	-0.198663	-0.242989	-0.30087	-0.326781	-0.259046	-0.43319	-0.362498	-0.240396	-0.303467	-0.271548	-0.467486	-0.295978	-0.427038	-0.220499	-0.287258	-0.234935	-0.255612	-0.269396	-0.360684	-0.392355	-0.348928	-0.289423	-0.238882	-0.202338	-0.177797	-0.162699	-0.154392	0.769627
0.770085	-0.155004	-0.166106	-0.186759	-0.217565	-0.245662	-0.254155	-0.240306	-0.2062	-0.319447	-0.347738	-0.380373	-0.447217	-0.277011	-0.364472	-0.359052	-0.2763	-0.337661	-0.439305	-0.432193	-0.357077	-0.251988	-0.287126	-0.343369	-0.34209	-0.301835	-0.254644	-0.21553	-0.186974	-0.168374	-0.157599	0.76794
0.766874	-0.155219	-0.168318	-0.194087	-0.237517	-0.292902	-0.3081	-0.20769	-0.361983	-0.374182	-0.322087	-0.385079	-0.382715	-0.398839	-0.223006	-0.402823	-0.264862	-0.393155	-0.390357	-0.319121	-0.205295	-0.210488	-0.226146	-0.301839	-0.327031	-0.308558	-0.269311	-0.229702	-0.1975	-0.175092	-0.161544	0.765874
0.764035	-0.153036	-0.166022	-0.193081	-0.2435	-0.324329	-0.40515	-0.307543	-0.330003	-0.381369	-0.302984	-0.276166	-0.184809	-0.339153	-0.396601	-0.274162	-0.329008	-0.319966	-0.200649	-0.28181	-0.338446	-0.346145	-0.24616	-0.287844	-0.325604	-0.319826	-0.287087	-0.246882	-0.210444	-0.183432	-0.166465	0.763274
0.760363	-0.160607	-0.16749	-0.179608	-0.225025	-0.306357	-0.434313	-0.384833	-0.181046	-0.302722	-0.371778	-0.379216	-0.348607	-0.266434	-0.326982	-0.192892	-0.265334	-0.305561	-0.352988	-0.21244	-0.408836	-0.361568	-0.227827	-0.305459	-0.348276	-0.344232	-0.31207	-0.268506	-0.226385	-0.193599	-0.172446	0.760253
0.754992	-0.171419	-0.187299	-0.206863	-0.219562	-0.240409	-0.332608	-0.375286	-0.212758	-0.331556	-0.411529	-0.331934	-0.417004	-0.236269	-0.317972	-0.175919	-0.213083	-0.356558	-0.355432	-0.218741	-0.304377	-0.208891	-0.214271	-0.333774	-0.387687	-0.379284	-0.341545	-0.292942	-0.244178	-0.205038	-0.179158	0.757266
